timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-01T18:46:45,user temporal data reduction,amz_65_newest,LightGCN,73176.8172983001,0.492023935563535,6.72376790531671E-06,364,0,10,7.39897509322737,0,0.203097271505019,7.60207236473239,0,Canada,CAN,ontario,,,Windows-10-10.0.19045-SP0,3.12.0,3.0.8,8,Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz,,,-79.4569,43.6456,15.8688163757324,machine,N,1,0
2025-12-02T01:02:25,user temporal data reduction,amz_65_newest,BPR,2450.8507852999,0.016478948751708,6.72376664077141E-06,364,0,10,0.247807765255687,0,0.006802126358059,0.254609891613745,0,Canada,CAN,ontario,,,Windows-10-10.0.19045-SP0,3.12.0,3.0.8,8,Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz,,,-79.3623,43.6547,15.8688163757324,machine,N,1,0
2025-12-02T03:32:01,user temporal data reduction,amz_80_newest,BPR,2977.30805930006,0.020018675757603,6.72375023305767E-06,364,0,10,0.301038309238305,0,0.008262541300831,0.309300850539136,0,Canada,CAN,ontario,,,Windows-10-10.0.19045-SP0,3.12.0,3.0.8,8,Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz,,,-79.3623,43.6547,15.8688163757324,machine,N,1,0
2025-12-02T04:48:33,user temporal data reduction,amz_100_newest,BPR,3208.33279630006,0.021572022495209,6.72374839670211E-06,364,0,10,0.324397443228264,0,0.008903569606386,0.33330101283465,0,Canada,CAN,ontario,,,Windows-10-10.0.19045-SP0,3.12.0,3.0.8,8,Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz,,,-79.3623,43.6547,15.8688163757324,machine,N,1,0
